Code Acte;N°;Désignation de la Prestation;Montant Global  TTC;"Montant pris en charge par l’entreprise (soit 80% TTC) plafonnés à 250;000;00DA TTC";Montant pris en charge par le bénéficiaire (soit 20% ou +  TTC);;
04TPI15040515;515;TDM des rochers avec sédation;"16;200.00";"12;960.00 ";3240.00;;
04TPI15040516;516;TDM des sinus  ;"7;800.00";"6;240.00 ";1560.00;;
04TPI15040517;517;TDM des sinus avec produit ;"11;800.00";"9;440.00 ";2360.00;;
04TPI15040518;518;TDM des sinus avec produit et sédation ;"17;800.00";"14;240.00 ";3560.00;;
04TPI15040519;519;TDM des sinus avec sédation ;"13;800.00";"11;040.00 ";2760.00;;
04TPI15040520;520;TDM du bassin;"8;800.00";"7;040.00 ";1760.00;;
04TPI15040521;521;TDM du bassin avec produit ;"12;800.00";"10;240.00 ";2560.00;;
04TPI15040522;522;TDM du bassin avec produit et sédation ;"18;800.00";"15;040.00 ";3760.00;;
04TPI15040523;523;TDM du bassin avec sédation ;"14;800.00";"11;840.00 ";2960.00;;
04TPI15040524;524;TDM du cavum;"10;200.00";"8;160.00 ";2040.00;;
04TPI15040525;525;TDM du cavum avec produit ;"14;200.00";"11;360.00 ";2840.00;;
04TPI15040526;526;TDM du cavum avec produit et sédation ;"20;200.00";"16;160.00 ";4040.00;;
04TPI15040527;527;TDM du cavum avec sédation ;"16;200.00";"12;960.00 ";3240.00;;
04TPI15040528;528;TDM du coude ;"8;100.00";"6;480.00 ";1620.00;;
04TPI15040529;529;TDM du coude avec produit ;"12;100.00";"9;680.00 ";2420.00;;
04TPI15040530;530;TDM du coude avec produit et sédation ;"18;100.00";"14;480.00 ";3620.00;;
04TPI15040531;531;TDM du coude avec sédation;"14;100.00";"11;280.00 ";2820.00;;
04TPI15040532;532;TDM du genou;"9;000.00";"7;200.00 ";1800.00;;
04TPI15040533;533;TDM du genou avec produit ;"13;000.00";"10;400.00 ";2600.00;;
04TPI15040534;534;TDM du genou avec produit et sédation ;"19;000.00";"15;200.00 ";3800.00;;
04TPI15040535;535;TDM du genou avec sédation ;"15;000.00";"12;000.00 ";3000.00;;
04TPI15040536;536;TDM du larynx ;"12;200.00";"9;760.00 ";2440.00;;
04TPI15040537;537;TDM du larynx avec produit ;"16;200.00";"12;960.00 ";3240.00;;
04TPI15040538;538;TDM du larynx avec produit et sédation ;"22;200.00";"17;760.00 ";4440.00;;
04TPI15040539;539;TDM du larynx avec sédation ;"18;200.00";"14;560.00 ";3640.00;;
04TPI15040540;540;TDM du rachis dorsal ;"9;000.00";"7;200.00 ";1800.00;;
04TPI15040541;541;TDM du rachis dorsal avec produit ;"14;000.00";"11;200.00 ";2800.00;;
04TPI15040542;542;TDM du rachis dorsal avec produit et sédation ;"20;000.00";"16;000.00 ";4000.00;;
04TPI15040543;543;TDM du rachis dorsal avec sédation ;"16;000.00";"12;800.00 ";3200.00;;
04TPI15040544;544;TDM Epaule;"8;100.00";"6;480.00 ";1620.00;;
04TPI15040545;545;TDM Epaule avec produit ;"12;100.00";"9;680.00 ";2420.00;;
04TPI15040546;546;TDM Epaule avec produit et sédation ;"18;100.00";"14;480.00 ";3620.00;;
04TPI15040547;547;TDM Epaule avec sédation ;"14;100.00";"11;280.00 ";2820.00;;
04TPI15040548;548;TDM Face;"9;810.00";"7;848.00 ";1962.00;;
04TPI15040549;549;TDM Face avec produit ;"13;810.00";"11;048.00 ";2762.00;;
04TPI15040550;550;TDM Face avec produit et sédation ;"19;810.00";"15;848.00 ";3962.00;;
04TPI15040551;551;TDM Face avec sédation ;"15;810.00";"12;648.00 ";3162.00;;
04TPI15040552;552;TDM hanche ;"8;800.00";"7;040.00 ";1760.00;;
04TPI15040553;553;TDM hanche avec produit ;"12;800.00";"10;240.00 ";2560.00;;
04TPI15040554;554;TDM hanche avec produit et sédation ;"18;800.00";"15;040.00 ";3760.00;;
04TPI15040555;555;TDM hanche avec sédation;"14;800.00";"11;840.00 ";2960.00;;
04TPI15040556;556;TDM Pelvienne;"9;900.00";"7;920.00 ";1980.00;;
04TPI15040557;557;TDM Pelvienne avec produit ;"13;900.00";"11;120.00 ";2780.00;;
04TPI15040558;558;TDM Pelvienne avec produit et sédation;"19;900.00";"15;920.00 ";3980.00;;
04TPI15040559;559;TDM Pelvienne avec sédation ;"15;900.00";"12;720.00 ";3180.00;;
04TPI15040560;560;TDM Polypose nasale;"7;800.00";"6;240.00 ";1560.00;;
04TPI15040561;561;TDM Polypose nasale avec produit ;"11;800.00";"9;440.00 ";2360.00;;
04TPI15040562;562;TDM Polypose nasale avec produit et sédation ;"17;800.00";"14;240.00 ";3560.00;;
04TPI15040563;563;TDM Polypose nasale avec sédation ;"13;800.00";"11;040.00 ";2760.00;;
04TPI15040564;564;TDM Rachis lombaire ;"7;800.00";"6;240.00 ";1560.00;;
04TPI15040565;565;TDM Rachis lombaire avec produit ;"11;800.00";"9;440.00 ";2360.00;;
04TPI15040566;566;TDM Rachis lombaire avec produit et sédation ;"17;800.00";"14;240.00 ";3560.00;;
04TPI15040567;567;TDM Rachis lombaire avec sédation ;"13;800.00";"11;040.00 ";2760.00;;
04TPI15040568;568;TDM Selle turcique ;"8;800.00";"7;040.00 ";1760.00;;
04TPI15040569;569;TDM Selle turcique avec produit;"12;800.00";"10;240.00 ";2560.00;;
04TPI15040570;570;TDM Selle turcique avec produit et sédation ;"18;800.00";"15;040.00 ";3760.00;;
04TPI15040571;571;TDM Selle turcique avec sédation ;"14;800.00";"11;840.00 ";2960.00;;
04TPI15040572;572;TDM Surrenalienne ;"12;200.00";"9;760.00 ";2440.00;;
04TPI15040573;573;TDM Surrenalienne avec produit ;"16;200.00";"12;960.00 ";3240.00;;
04TPI15040574;574;TDM Surrenalienne avec produit et sédation ;"22;200.00";"17;760.00 ";4440.00;;
04TPI15040575;575;TDM Surrenalienne avec sedation ;"18;200.00";"14;560.00 ";3640.00;;
04TPI15040576;576;TDM Thoracique  ;"7;800.00";"6;240.00 ";1560.00;;
04TPI15040577;577;TDM Thoracique avec produit ;"11;800.00";"9;440.00 ";2360.00;;
04TPI15040578;578;TDM Thoracique avec produit et sédation ;"17;800.00";"14;240.00 ";3560.00;;
04TPI15040579;579;TDM Thoracique avec sédation ;"13;800.00";"11;040.00 ";2760.00;;
04TPI15040580;580;TDM Thoraco-abdomino-pelvienne;"15;600.00";"12;480.00 ";3120.00;;
04TPI15040581;581;TDM Thoraco-abdomino-pelvienne avec produit ;"19;600.00";"15;680.00 ";3920.00;;
04TPI15040582;582;TDM Thoraco-abdomino-pelvienne avec produit et sédatio;"25;600.00";"20;480.00 ";5120.00;;
04TPI15040583;583;TDM Thoraco-abdomino-pelvienne avec sédation ;"21;600.00";"17;280.00 ";4320.00;;
04TPI15040584;584;TELE RADIOGRAPHIE DU CRANE;"1;700.00";"1;360.00 ";340.00;;
04TPI15040585;585;TOGD;"5;500.00";"4;400.00 ";1100.00;;
04TPI15040586;586;TRANSIT DU GRÊLE SANS  BARYTE;"7;000.00";"5;600.00 ";1400.00;;
04TPI15040587;587;UCR Adulte ;"7;000.00";"5;600.00 ";1400.00;;
04TPI15040588;588;UCR Enfant;"6;100.00";"4;880.00 ";1220.00;;
04TPI15040589;589;UIV Adulte ;"8;800.00";"7;040.00 ";1760.00;;
04TPI15040590;590;UIV enfant ;"7;000.00";"5;600.00 ";1400.00;;
04TPI15040591;591;URO-IRM;"19;800.00";"15;840.00 ";3960.00;;
04TPI15040592;592;URO-IRM avec produit ;"24;800.00";"19;840.00 ";4960.00;;
04TPI15040593;593;URO-IRM avec produit et sédation ;"30;800.00";"24;640.00 ";6160.00;;
04TPI15040594;594;URO-IRM avec sédation;"25;800.00";"20;640.00 ";5160.00;;
04TPI15040595;595;Uroscanner ;"12;200.00";"9;760.00 ";2440.00;;
04TPI15040596;596;Uroscanner avec produit ;"16;200.00";"12;960.00 ";3240.00;;
04TPI15040597;597;Uroscanner avec produit et sédation ;"22;200.00";"17;760.00 ";4440.00;;
04TPI15040598;598;Uroscanner avec sédation ;"18;200.00";"14;560.00 ";3640.00;;
04TPB15050001;1;Abcès du sein : incision drainage sous Anesthésie Générale;45000;36000;9000;;
04TPB15050002;2;C H E L  (Colpohystérectomie Elargie avec Lymphadénectomie);180000;144000;36000;;
04TPB15050003;3;Cerclage du col ;40000;32000;8000;;
04TPB15050004;4;Césarienne sur utérus cicatriciel;85000;68000;17000;;
04TPB15050005;5;Césarienne  + Ligature des trompes ;90000;72000;18000;;
04TPB15050006;6;Césarienne gémellaire;85000;68000;17000;;
04TPB15050007;7;Césarienne sur utérus simple;75000;60000;15000;;
04TPB15050008;8;Cœlioscopie diagnostique   ;70000;56000;14000;;
04TPB15050009;9;"Cœlioscopie endométriose; Adhésiolyse";100000;80000;20000;;
04TPB15050010;10;Conisation ou amputation du col ;45000;36000;9000;;
04TPB15050011;11;Curetage biopsique  ;45000;36000;9000;;
04TPB15050012;12;Curetage évacuateur;40000;32000;8000;;
04TPB15050013;13;Déchirure post nuptiale;30000;24000;6000;;
04TPB15050014;14;Délabrement périnéal;30000;24000;6000;;
04TPB15050015;15;Drainage d'abcès d'une glande de Bartholin sous anesthésie générale ;35000;28000;7000;;
04TPB15050016;16;Endometréctomie;65000;52000;13000;;
04TPB15050017;17;Fibrome complexe ou multiple;90000;72000;18000;;
04TPB15050018;18;Fibrome utérin ;75000;60000;15000;;
04TPB15050019;19;Fistule vésico vaginale ou recto vaginale;100000;80000;20000;;
04TPB15050020;20;Grossesse extra-utérine sous cœlioscopie;80000;64000;16000;;
04TPB15050021;21;Grossesse extra-utérine sous laparotomie;75000;60000;15000;;
04TPB15050022;22;Hypertrophie endométriale (suspicion du cancer de l'endomètre);55000;44000;11000;;
04TPB15050023;23;Hystérectomie totale  par voie haute;120000;96000;24000;;
04TPB15050024;24;Hystéroscopie diagnostique;45000;36000;9000;;
04TPB15050025;25;Hysteroscopie pour   cure de synéchie ;65000;52000;13000;;
04TPB15050026;26;Hysteroscopie pour  myome simple ;60000;48000;12000;;
04TPB15050027;27;Hysteroscopie pour  myomes multiples;65000;52000;13000;;
04TPB15050028;28;Hysteroscopie pour  polype simple;55000;44000;11000;;
04TPB15050029;29;Hysteroscopie pour  polypes multiples;65000;52000;13000;;
04TPB15050030;30;Hysteroscopie pour  résection de cloison ;65000;52000;13000;;
04TPB15050031;31;Incision d'hymen Sous anesthésie générale;30000;24000;6000;;
04TPB15050032;32;Kyste d’ovaire Sous Cœlioscopie;85000;68000;17000;;
04TPB15050033;33;Kyste d’ovaire  sous laparotomie;70000;56000;14000;;
04TPB15050034;34;Kyste endométriosique ;80000;64000;16000;;
04TPB15050035;35;Ligature des trompes par laparotomie;70000;56000;14000;;
04TPB15050036;36;Ligature des trompes sous cœlioscopie ;70000;56000;14000;;
04TPB15050037;37;Mastectomie + curage ganglionnaire ;160000;128000;32000;;
04TPB15050038;38;Micro biopsie mammaire;18000;14400;3600;;
04TPB15050039;39;Micro biopsie mammaire écho guidée;20000;16000;4000;;
04TPB15050040;40;Nodule du sein Sous Anesthésie Générale;50000;40000;10000;;
04TPB15050041;41;Nodule du sein Sous Anesthésie locale;35000;28000;7000;;
04TPB15050042;42;Nodules du sein multiples Sous Anesthésie Générale;60000;48000;12000;;
04TPB15050043;43;Prolapsus génital par voie basse;120000;96000;24000;;
04TPB15050044;44;Résection d’une cloison vaginale;40000;32000;8000;;
04TPB15050045;45;Résection d’une glande de Bartholin ;45000;36000;9000;;
04TPB15050046;46;Salpingectomie bilatérale sous coelioscopie;100000;80000;20000;;
04TPB15050047;47;Salpingectomie bilatérale sous laparotomie;90000;72000;18000;;
04TPB15050048;48;Salpingectomie sous coelioscopie;90000;72000;18000;;
04TPB15050049;49;Salpingectomie sous laparotomie;80000;64000;16000;;
04TPB15050050;50;Seins surnuméraires;70000;56000;14000;;
CHIRURGIE GENERALE;;;;;;;
04TPC15050051;51;Abcès appendiculaire par laparotomie;110000;88000;22000;;
04TPC15050052;52;Abcès appendiculaire sous cœlioscopie;130000;104000;26000;;
04TPC15050053;53;Abcès de la marge anale;55000;44000;11000;;
04TPC15050054;54;Abcès sous hépatique;140000;112000;28000;;
04TPC15050055;55;Adénome parathyroïdien;98000;78400;19600;;
04TPC15050056;56;Amputation abdomino périnéale;320000;250000;70000;;
04TPC15050057;57;Appendicite aiguë classique;85000;68000;17000;;
04TPC15050058;58;Appendicite aiguë sous cœlioscopie;95000;76000;19000;;
04TPC15050059;59;Aspiration lipomateuse compliquée;180000;144000;36000;;
04TPC15050060;60;Aspiration lipomateuse simple;120000;96000;24000;;
04TPC15050061;61;Biopsie ganglionnaire anesthésie générale;50000;40000;10000;;
04TPC15050062;62;Biopsie ganglionnaire anesthésie locale;25000;20000;5000;;
04TPC15050063;63;Chambre implantable pour chimiothérapie;40000;32000;8000;;
04TPC15050064;64;Chirurgie réparatrice cutanée compliquée sous anesthésie locale;48000;38400;9600;;
04TPC15050065;65;Chirurgie réparatrice cutanée simple sous anesthésie locale;35000;28000;7000;;
04TPC15050066;66;Chirurgie réparatrice cutanée sous anesthésie générale;110000;88000;22000;;
04TPC15050067;67;Cholécystite aiguë lithiasique compliquée;130000;104000;26000;;
04TPC15050068;68;Cholécystite aiguë lithiasique par laparotomie;105000;84000;21000;;
04TPC15050069;69;Cholécystite aiguë lithiasique sous cœlioscopie;115000;92000;23000;;
04TPC15050070;70;Circoncision anesthésie générale;30000;24000;6000;;
04TPC15050071;71;Circoncision anesthésie locale;12000;9600;2400;;
04TPC15050072;72;Cœlioscopie exploratrice avec biopsie;85000;68000;17000;;
04TPC15050073;73;Cœlioscopie exploratrice sans biopsie;80000;64000;16000;;
04TPC15050074;74;Colectomie totale;320000;250000;70000;;
04TPC15050075;75;Colostomie;130000;104000;26000;;
04TPC15050076;76;Curage cervical;160000;128000;32000;;
04TPC15050077;77;Drainage thoracique;25000;20000;5000;;
04TPC15050078;78;Ectopie testiculaire (adulte);75000;60000;15000;;
04TPC15050079;79;Ectopie testiculaire (enfant);65000;52000;13000;;
04TPC15050080;80;Ectopie testiculaire bilatérale (enfant);80000;64000;16000;;
04TPC15050081;81;Eventration abdominale;85000;68000;17000;;
04TPC15050082;82;Eventration abdominale avec plaque Biface;170000;136000;34000;;
04TPC15050083;83;Eventration abdominale large;110000;88000;22000;;
04TPC15050084;84;Exérèse cutanée simple;15000;12000;3000;;
04TPC15050085;85;Fissure anale;55000;44000;11000;;
04TPC15050086;86;Fistule anale;65000;52000;13000;;
04TPC15050087;87;Fistule anale complexe;85000;68000;17000;;
04TPC15050088;88;Gastrectomie pour lésion bénigne;190000;152000;38000;;
04TPC15050089;89;Gastrectomie pour lésion néoplasique;280000;224000;56000;;
04TPC15050090;90;Goitre endothoracique;210000;168000;42000;;
04TPC15050091;91;Goitre néoplasique;180000;144000;36000;;
04TPC15050092;92;Goitre plongeant;140000;112000;28000;;
04TPC15050093;93;Goitre simple;125000;100000;25000;;
04TPC15050094;94;Goitre toxique;140000;112000;28000;;
04TPC15050095;95;Gynécomastie;65000;52000;13000;;
04TPC15050096;96;Gynécomastie bilatérale;85000;68000;17000;;
04TPC15050097;97;Hémi colectomie droite ou gauche pour lésion bénigne;190000;152000;38000;;
04TPC15050098;98;Hémi colectomie droite ou gauche pour lésion néoplasique;280000;224000;56000;;
04TPC15050099;99;Hémorroïdes;55000;44000;11000;;
04TPC15050100;100;Hernie  ombilicale large avec plaque;80000;64000;16000;;
04TPC15050101;101;Hernie crurale plaque;78000;62400;15600;;
04TPC15050102;102;Hernie crurale raphie;68000;54400;13600;;
04TPC15050103;103;Hernie de la ligne blanche avec plaque;88000;70400;17600;;
04TPC15050104;104;Hernie de la ligne blanche sans plaque;68000;54400;13600;;
04TPC15050105;105;Hernie diaphragmatique;150000;120000;30000;;
04TPC15050106;106;Hernie diaphragmatique compliquée;190000;152000;38000;;
04TPC15050107;107;Hernie hiatale;170000;136000;34000;;
04TPC15050108;108;Hernie hiatale sous cœlioscopie;190000;152000;38000;;
04TPC15050109;109;Hernie inguinale (enfant);65000;52000;13000;;
04TPC15050110;110;Hernie inguinale avec plaque;78000;62400;15600;;
04TPC15050111;111;Hernie inguinale avec plaque sous cœlioscopie;90000;72000;18000;;
04TPC15050112;112;Hernie inguinale avec résection intestinale;95000;76000;19000;;
04TPC15050113;113;Hernie inguinale bilatérale avec plaque par voie classique;110000;88000;22000;;
04TPC15050114;114;Hernie inguinale bilatérale avec plaque sous cœlioscopie;145000;116000;29000;;
04TPC15050115;115;Hernie inguinale récidive;95000;76000;19000;;
04TPC15050116;116;Hernie inguinale sans plaque;68000;54400;13600;;
04TPC15050117;117;Hernie inguino-scrotale;75000;60000;15000;;
04TPC15050118;118;Hernie inguino-scrotale avec plaque;85000;68000;17000;;
04TPC15050119;119;Hernie ombilicale;55000;44000;11000;;
04TPC15050120;120;Hernie ombilicale avec plaque;75000;60000;15000;;
04TPC15050121;121;Infection du périnée;80000;64000;16000;;
04TPC15050122;122;infiltration lipidique compliquée;120000;96000;24000;;
04TPC15050123;123;infiltration lipidique simple;70000;56000;14000;;
04TPC15050124;124;Kyste hydatique du foie compliqué;180000;144000;36000;;
04TPC15050125;125;Kyste hydatique du foie simple;155000;124000;31000;;
04TPC15050126;126;Kyste hydatique du poumon;250000;200000;50000;;
04TPC15050127;127;Kyste pilonidal;65000;52000;13000;;
04TPC15050128;128;Kyste pilonidal profond;85000;68000;17000;;
04TPC15050129;129;Kyste sébacé;15000;12000;3000;;
04TPC15050130;130;Kyste thyréoglosse;79000;63200;15800;;
04TPC15050131;131;Lipome anesthésie générale;40000;32000;8000;;
04TPC15050132;132;Lipome anesthésie locale;25000;20000;5000;;
04TPC15050133;133;Lithiase de la voie biliaire principale;155000;124000;31000;;
04TPC15050134;134;Lithiase vésiculaire classique;89000;71200;17800;;
04TPC15050135;135;Lithiase vésiculaire sous cœlioscopie;99000;79200;19800;;
04TPC15050136;136;Maladie de Crohn;150000;120000;30000;;
04TPC15050137;137;Maladie de Fournier;120000;96000;24000;;
04TPC15050138;138;Occlusion intestinale aiguë avec résection;160000;128000;32000;;
04TPC15050139;139;Occlusion intestinale aiguë sans résection;130000;104000;26000;;
04TPC15050140;140;Oncoplastie mammaire;180000;144000;36000;;
04TPC15050141;141;Péritonite appendiculaire par laparotomie;130000;104000;26000;;
04TPC15050142;142;Péritonite appendiculaire sous cœlioscopie;150000;120000;30000;;
04TPC15050143;143;Péritonite par perforation d’ulcère par laparotomie;140000;112000;28000;;
04TPC15050144;144;Péritonite par perforation d’ulcère sous cœlioscopie;160000;128000;32000;;
04TPC15050145;145;Pseudo kyste du pancréas;160000;128000;32000;;
04TPC15050146;146;Réparation de la paroi abdominale;250000;200000;50000;;
04TPC15050147;147;Réparation mammaire bilatérale;260000;208000;52000;;
04TPC15050148;148;Réparation mammaire unilatérale;180000;144000;36000;;
04TPC15050149;149;Rétablissement de la continuité digestive;130000;104000;26000;;
04TPC15050150;150;Sepsis abdominal profond;110000;88000;22000;;
04TPC15050151;151;Splénectomie;140000;112000;28000;;
04TPC15050152;152;Splénectomie post traumatique;160000;128000;32000;;
04TPC15050153;153;Sténose du pylore;150000;120000;30000;;
04TPC15050154;154;Thrombose hémorroïdaire;65000;52000;13000;;
04TPC15050155;155;Thrombose hémorroïdaire incision;15000;12000;3000;;
04TPC15050156;156;Torsion du cordon spermatique;69000;55200;13800;;
04TPC15050157;157;Varices bilatérales;120000;96000;24000;;
04TPC15050158;158;Varices du membre inférieur;90000;72000;18000;;
04TPC15050159;159;Ablation de matériels d'ostéo synthèse;" 60;000.00   ";" 48;000.00   ";" 12;000.00   ";;
04TPC15050160;160;Allongement de membre + greffe;" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050161;161;Amputation cuisse;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050162;162;Amputation jambe;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050163;163;Butée ostéopathique (luxation congénitale);" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050164;164;Canal carpien ;" 40;000.00   ";" 32;000.00   ";" 8;000.00   ";;
04TPC15050165;165;Désinsertion du sous scapulaire ;" 90;000.00   ";" 72;000.00   ";" 18;000.00   ";;
04TPC15050166;166;Entorse fraiche du genou;" 170;000.00   ";" 136;000.00   ";" 34;000.00   ";;
04TPC15050167;167;Fracture de femur;" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050168;168;Fracture de Jambe;" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050169;169;Fracture de la cheville;" 100;000.00   ";" 80;000.00   ";" 20;000.00   ";;
04TPC15050170;170;Fracture de la diaphyse du cubitus;" 60;000.00   ";" 48;000.00   ";" 12;000.00   ";;
04TPC15050171;171;Fracture de la diaphyse du radius ;" 60;000.00   ";" 48;000.00   ";" 12;000.00   ";;
04TPC15050172;172;Fracture de la hanche (col du fémur)  vissage ou prothèse de Moore;" 130;000.00   ";" 104;000.00   ";" 26;000.00   ";;
04TPC15050173;173;Fracture de la hanche (cotyle);" 150;000.00   ";" 120;000.00   ";" 30;000.00   ";;
04TPC15050174;174;Fracture de la rotule;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050175;175;Fracture de l'arrière du pied col Conen;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050176;176;Fracture de l'extrémité inferieur du radius;" 75;000.00   ";" 60;000.00   ";" 15;000.00   ";;
04TPC15050177;177;Fracture de l'extrémité inférieure du fémur;" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050178;178;Fracture de l'humérus;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050179;179;Fracture de vertèbres cervicales;" 200;000.00   ";" 160;000.00   ";" 40;000.00   ";;
04TPC15050180;180;Fracture de vertèbres Dorsales;" 200;000.00   ";" 160;000.00   ";" 40;000.00   ";;
04TPC15050181;181;Fracture de vertèbres Lombaires;" 200;000.00   ";" 160;000.00   ";" 40;000.00   ";;
04TPC15050182;182;Fracture des 2 os de la jambe;" 110;000.00   ";" 88;000.00   ";" 22;000.00   ";;
04TPC15050183;183;Fracture des deux os de  l'avant bras;" 90;000.00   ";" 72;000.00   ";" 18;000.00   ";;
04TPC15050184;184;Fracture du coude;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050185;185;Fracture du fémur sus et intercondyliennes;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050186;186;Fracture du genou de l'extrémité supérieur  plateaux tibiaux;" 130;000.00   ";" 104;000.00   ";" 26;000.00   ";;
04TPC15050187;187;Fracture et luxation du rachis cervical (Arthrodèse vertébrales);" 250;000.00   ";" 200;000.00   ";" 50;000.00   ";;
04TPC15050188;188;Fracture métacarpienne;" 55;000.00   ";" 44;000.00   ";" 11;000.00   ";;
04TPC15050189;189;Fracture pertrochantérienne;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050190;190;Fracture phalange;" 45;000.00   ";" 36;000.00   ";" 9;000.00   ";;
04TPC15050191;191;Fracture scaphoïde;" 85;000.00   ";" 68;000.00   ";" 17;000.00   ";;
04TPC15050192;192;Greffe cutanée ;" 130;000.00   ";" 104;000.00   ";" 26;000.00   ";;
04TPC15050193;193;Greffe et suture des fléchisseurs en 1 ou 2 temps;" 100;000.00   ";" 80;000.00   ";" 20;000.00   ";;
04TPC15050194;194;Greffe nerveuse ;" 150;000.00   ";" 120;000.00   ";" 30;000.00   ";;
04TPC15050195;195;Halux valgus;" 70;000.00   ";" 56;000.00   ";" 14;000.00   ";;
04TPC15050196;196;Hernie discale cervicale;" 180;000.00   ";" 144;000.00   ";" 36;000.00   ";;
04TPC15050197;197;Hernie discale lombaire;" 150;000.00   ";" 120;000.00   ";" 30;000.00   ";;
04TPC15050198;198;Kyste synoviale;" 20;000.00   ";" 16;000.00   ";" 4;000.00   ";;
04TPC15050199;199;Ligament plastie de la cheville;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050200;200;Ligament plastie du genou;" 160;000.00   ";" 128;000.00   ";" 32;000.00   ";;
04TPC15050201;201;Luxation de la rotule;" 100;000.00   ";" 80;000.00   ";" 20;000.00   ";;
04TPC15050202;202;Luxation récidivante de l'épaule;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050203;203;Méniscectomie;" 70;000.00   ";" 56;000.00   ";" 14;000.00   ";;
04TPC15050204;204;Nettoyage curetage d'une ostéite;" 70;000.00   ";" 56;000.00   ";" 14;000.00   ";;
04TPC15050205;205;Neurolyse ;" 60;000.00   ";" 48;000.00   ";" 12;000.00   ";;
04TPC15050206;206;Ongle incarné sous Anesthésie générale;" 35;000.00   ";" 28;000.00   ";" 7;000.00   ";;
04TPC15050207;207;Ongle incarné sous anesthésie local;" 15;000.00   ";" 12;000.00   ";" 3;000.00   ";;
04TPC15050208;208;Ostéite;" 100;000.00   ";" 80;000.00   ";" 20;000.00   ";;
04TPC15050209;209;Ostéotomie de la hanche ;" 130;000.00   ";" 104;000.00   ";" 26;000.00   ";;
04TPC15050210;210;Ostéotomie du bassin;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050211;211;Ostéotomie fémorale ;" 130;000.00   ";" 104;000.00   ";" 26;000.00   ";;
04TPC15050212;212;Ostéotomie tibiale;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050213;213;Papineau (pseudartrose des os longs: jambe);" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050214;214;Plaie fraiche fléchisseurs;" 50;000.00   ";" 40;000.00   ";" 10;000.00   ";;
04TPC15050215;215;Prothèse de hanche cimentée;" 420;000.00   ";" 250;000.00   ";" 170;000.00   ";;
04TPC15050216;216;Prothèse de hanche non cimentée;" 480;000.00   ";" 250;000.00   ";" 230;000.00   ";;
04TPC15050217;217;Prothèse du genou ;" 490;000.00   ";" 250;000.00   ";" 240;000.00   ";;
04TPC15050218;218;Quitus varus supraductus ou infradductus;" 65;000.00   ";" 52;000.00   ";" 13;000.00   ";;
04TPC15050219;219;Réanimation chirurgicale du membre inferieur;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050220;220;Réanimation chirurgicale du membre supérieur;" 140;000.00   ";" 112;000.00   ";" 28;000.00   ";;
04TPC15050221;221;Reprise de PTG;" 700;000.00   ";" 250;000.00   ";" 450;000.00   ";;
04TPC15050222;222;Reprise prothèse de Moore et mise en place de PTH ;" 500;000.00   ";" 250;000.00   ";" 250;000.00   ";;
04TPC15050223;223;Reprise PTH ;" 600;000.00   ";" 250;000.00   ";" 350;000.00   ";;
04TPC15050224;224;Scoliose (avec Ostéosynthèse);" 600;000.00   ";" 250;000.00   ";" 350;000.00   ";;
04TPC15050225;225;Suture nerveuse ;" 60;000.00   ";" 48;000.00   ";" 12;000.00   ";;
04TPC15050226;226;Syndactylie avec greffe;" 90;000.00   ";" 72;000.00   ";" 18;000.00   ";;
04TPC15050227;227;Syndactylie sans greffe;" 70;000.00   ";" 56;000.00   ";" 14;000.00   ";;
04TPC15050228;228;Synovectomie;" 80;000.00   ";" 64;000.00   ";" 16;000.00   ";;
04TPC15050229;229;Transfert tendineux;" 120;000.00   ";" 96;000.00   ";" 24;000.00   ";;
04TPC15050230;230;Tumeur molle          ;" 70;000.00   ";" 56;000.00   ";" 14;000.00   ";;
04TPC15050231;231;Adénome de la prostate à ciel ouvert ;110000;88000;22000;;
04TPC15050232;232;Adénome de prostate par résection endoscopique ;90000;72000;18000;;
04TPC15050233;233;Diverticule vésical ;75000;60000;15000;;
04TPC15050234;234;Hydrocèle;70000;56000;14000;;
